po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category,supplier_avg_delay,supplier_late_delivery_rate,order_size_vs_avg,days_since_last_order
PO102373,2025-04-11,SUP1013,Packaging Supplier 6 (NIG),MAT2029,Packaging Item 9,Packaging,601,35340.45,21239613.04,,NGN,2025-06-22,2025-06-17,Delivered,Paid,Chidi Eze,Kano,1,0.62,0,300.68,1264.17,52.0,None,0,Packaging Supplier 6 (NIG),35.0,61.3,2.7,6.41,20.0,18.1,-5.0,0,46.1,Medium Risk,9.6,0.8,0.1436166897108826,1.0
PO101213,2025-04-26,SUP1013,Packaging Supplier 6 (NIG),MAT2030,Packaging Item 10,Packaging,163,442007.96,72047298.16,,NGN,2025-05-11,2025-05-06,Delivered,Paid,John Obi,Kano,1,0.35,0,287.63,1416.2,61.0,None,0,Packaging Supplier 6 (NIG),35.0,61.3,2.7,6.41,20.0,18.1,-5.0,0,47.5,Medium Risk,6.4,0.7,0.4871649236201039,15.0
PO102346,2025-05-16,SUP1013,Packaging Supplier 6 (NIG),MAT2029,Packaging Item 9,Packaging,410,27828.68,11409758.8,,NGN,2025-07-27,2025-08-13,Partial,Pending,John Obi,Ibadan,1,0.85,0,296.76,1374.55,64.0,None,0,Packaging Supplier 6 (NIG),41.0,88.2,10.7,3.94,83.0,13.0,17.0,1,49.8,Medium Risk,-0.6,0.6,0.07714979487477576,20.0
PO100831,2025-05-20,SUP1013,Packaging Supplier 6 (NIG),MAT2023,Packaging Item 3,Packaging,656,502339.83,329534926.25,,NGN,2025-07-24,2025-07-21,Delivered,Paid,John Obi,Ibadan,1,0.31,0,262.54,1370.62,56.0,None,0,Packaging Supplier 6 (NIG),41.0,88.2,10.7,3.94,83.0,13.0,-3.0,0,48.6,Medium Risk,3.8,0.6,2.2282286952693386,4.0
PO102078,2025-06-19,SUP1013,Packaging Supplier 6 (NIG),MAT2030,Packaging Item 10,Packaging,357,448018.78,159942704.08,,NGN,2025-07-04,2025-07-10,Delivered,Paid,Chidi Eze,Kano,1,0.47,0,289.88,1355.38,61.0,None,0,Packaging Supplier 6 (NIG),53.0,68.2,2.9,6.02,77.0,23.1,6.0,1,39.9,Medium Risk,0.8,0.5,1.0814905930780025,30.0
PO101974,2025-06-29,SUP1013,Packaging Supplier 6 (NIG),MAT2029,Packaging Item 9,Packaging,78,30906.1,2410676.17,,NGN,2025-09-09,2025-09-13,Delivered,Overdue,John Obi,Kano,1,0.5,0,294.7,1431.85,55.0,None,0,Packaging Supplier 6 (NIG),53.0,68.2,2.9,6.02,77.0,23.1,4.0,1,39.0,Medium Risk,2.0,0.5,0.016300359655719455,10.0
PO101290,2025-07-12,SUP1013,Packaging Supplier 6 (NIG),MAT2027,Packaging Item 7,Packaging,785,356904.49,280170023.73,,NGN,2025-07-26,2025-07-26,Delivered,Overdue,Chidi Eze,Ibadan,1,0.82,0,256.04,1320.3,63.0,None,0,Packaging Supplier 6 (NIG),50.0,91.8,10.0,2.32,31.0,10.3,0.0,0,42.9,Medium Risk,3.8,0.5,1.894436178688594,13.0
PO100800,2025-07-21,SUP1013,Packaging Supplier 6 (NIG),MAT2028,Packaging Item 8,Packaging,811,361619.14,293273125.62,,NGN,2025-09-30,2025-10-05,Delivered,Overdue,Chidi Eze,Ibadan,1,0.32,0,255.11,1518.76,55.0,None,0,Packaging Supplier 6 (NIG),50.0,91.8,10.0,2.32,31.0,10.3,5.0,1,41.7,Medium Risk,4.8,0.4,1.983035915173539,9.0
PO101576,2025-07-27,SUP1013,Packaging Supplier 6 (NIG),MAT2025,Packaging Item 5,Packaging,21,97030.33,2037637.02,,NGN,2025-09-09,2025-09-09,Delivered,Pending,John Obi,Lagos,1,0.49,0,312.9,1512.68,44.0,None,0,Packaging Supplier 6 (NIG),50.0,91.8,10.0,2.32,31.0,10.3,0.0,0,40.1,Medium Risk,2.4,0.5,0.013777966815762077,6.0
PO101539,2025-08-03,SUP1013,Packaging Supplier 6 (NIG),MAT2027,Packaging Item 7,Packaging,330,456691.15,150708080.95,,NGN,2025-08-17,2025-08-27,Delivered,Pending,Sarah Ahmed,Lagos,1,0.33,0,324.25,1383.69,54.0,None,0,Packaging Supplier 6 (NIG),55.0,61.7,6.0,6.45,73.0,22.2,10.0,1,41.8,Medium Risk,3.0,0.4,1.0190484948081109,7.0
PO102486,2025-08-16,SUP1013,Packaging Supplier 6 (NIG),MAT2030,Packaging Item 10,Packaging,940,526254.09,494678842.08,,NGN,2025-08-31,2025-08-31,Delivered,Overdue,John Obi,Ibadan,1,0.72,0,285.06,1602.3,43.0,None,0,Packaging Supplier 6 (NIG),55.0,61.7,6.0,6.45,73.0,22.2,0.0,0,40.1,Medium Risk,3.8,0.5,3.3448885173070955,13.0
PO100873,2025-08-27,SUP1013,Packaging Supplier 6 (NIG),MAT2028,Packaging Item 8,Packaging,267,360581.28,96275201.51,,NGN,2025-11-06,2025-11-25,Delivered,Paid,Sarah Ahmed,Lagos,1,0.31,0,325.66,1618.42,44.0,None,0,Packaging Supplier 6 (NIG),55.0,61.7,6.0,6.45,73.0,22.2,19.0,1,40.3,Medium Risk,3.0,0.5,0.6509876482247987,11.0
PO101127,2025-09-19,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,830,254000.64,210820530.97,,NGN,2025-10-01,2025-10-20,Delivered,Paid,John Obi,Kano,1,0.89,0,321.19,1490.6,59.0,None,0,Packaging Supplier 6 (NIG),61.0,80.7,12.6,1.3,78.0,21.9,19.0,1,39.0,Medium Risk,6.8,0.6,1.4255131072294718,23.0
PO102022,2025-09-20,SUP1013,Packaging Supplier 6 (NIG),MAT2023,Packaging Item 3,Packaging,733,410413.45,300833059.72,,NGN,2025-11-24,2025-12-16,Delivered,Pending,Chidi Eze,Ibadan,1,0.49,0,319.19,1527.72,67.0,None,0,Packaging Supplier 6 (NIG),61.0,80.7,12.6,1.3,78.0,21.9,22.0,1,40.2,Medium Risk,9.6,0.6,2.0341542056918125,1.0
PO100453,2025-10-02,SUP1013,Packaging Supplier 6 (NIG),MAT2029,Packaging Item 9,Packaging,599,32508.06,19472327.76,,NGN,2025-12-13,2025-12-25,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.51,0,336.85,1425.34,42.0,None,0,Packaging Supplier 6 (NIG),54.0,67.7,12.5,3.7,66.0,16.5,12.0,1,42.8,Medium Risk,14.0,0.7,0.13166677041572533,12.0
PO100449,2025-10-07,SUP1013,Packaging Supplier 6 (NIG),MAT2036,Packaging Item 16,Packaging,65,126942.27,8251247.41,,NGN,2025-12-03,2026-01-01,Partial,Pending,Sarah Ahmed,Kano,1,0.63,0,303.24,1399.74,40.0,None,0,Packaging Supplier 6 (NIG),54.0,67.7,12.5,3.7,66.0,16.5,29.0,1,42.4,Medium Risk,14.4,0.7,0.0557927697071497,5.0
PO100836,2025-10-18,SUP1013,Packaging Supplier 6 (NIG),MAT2038,Packaging Item 18,Packaging,884,168599.74,149042172.38,,NGN,2025-11-03,2025-11-18,Delivered,Pending,John Obi,Kano,1,0.87,0,276.68,1457.6,46.0,Strike,7,Packaging Supplier 6 (NIG),54.0,67.7,12.5,3.7,66.0,16.5,15.0,1,53.8,Medium Risk,20.2,0.7,1.007784058222858,11.0
PO101406,2025-10-18,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,666,282561.99,188186283.48,,NGN,2025-10-30,2025-10-30,Partial,Pending,Sarah Ahmed,Lagos,1,0.87,0,276.68,1457.6,46.0,Strike,7,Packaging Supplier 6 (NIG),54.0,67.7,12.5,3.7,66.0,16.5,0.0,0,53.8,Medium Risk,19.4,0.8,1.2724662653454515,0.0
PO100133,2025-11-02,SUP1013,Packaging Supplier 6 (NIG),MAT2032,Packaging Item 12,Packaging,568,58421.3,33183296.91,,NGN,2026-01-20,2026-01-20,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.22,0,332.82,1566.78,34.0,None,0,Packaging Supplier 6 (NIG),56.0,80.2,3.8,6.77,42.0,25.3,0.0,0,36.7,Medium Risk,15.6,0.7,0.22437674579722755,15.0
PO102051,2025-11-03,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,781,316604.86,247268397.58,,NGN,2025-11-15,2025-11-26,Delivered,Overdue,Sarah Ahmed,Lagos,0,0.36,0,281.92,1429.21,25.0,None,0,Packaging Supplier 6 (NIG),56.0,80.2,3.8,6.77,42.0,25.3,11.0,1,35.3,Medium Risk,11.2,0.7,1.6719640166548917,1.0
PO100652,2025-11-08,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,607,307216.41,186480361.26,,NGN,2025-11-20,2025-12-02,Delivered,Paid,Chidi Eze,Ibadan,0,0.36,0,322.08,1619.52,29.0,None,0,Packaging Supplier 6 (NIG),56.0,80.2,3.8,6.77,42.0,25.3,12.0,1,35.9,Medium Risk,11.0,0.7,1.2609312669592172,5.0
PO100774,2025-11-11,SUP1013,Packaging Supplier 6 (NIG),MAT2025,Packaging Item 5,Packaging,727,78721.81,57230752.99,,NGN,2025-12-25,2026-01-23,Delivered,Overdue,Chidi Eze,Ibadan,0,0.19,0,350.84,1612.65,32.0,None,0,Packaging Supplier 6 (NIG),56.0,80.2,3.8,6.77,42.0,25.3,29.0,1,36.4,Medium Risk,7.6,0.8,0.38697933331486895,3.0
PO100413,2025-11-14,SUP1013,Packaging Supplier 6 (NIG),MAT2021,Packaging Item 1,Packaging,785,476385.51,373962621.91,,NGN,2025-12-12,2025-12-18,Delivered,Paid,Chidi Eze,Kano,0,0.21,0,323.06,1606.11,29.0,None,0,Packaging Supplier 6 (NIG),56.0,80.2,3.8,6.77,42.0,25.3,6.0,1,35.9,Medium Risk,10.4,0.8,2.5286371146767643,3.0
PO102069,2025-11-24,SUP1013,Packaging Supplier 6 (NIG),MAT2031,Packaging Item 11,Packaging,19,305517.46,5804831.74,,NGN,2025-12-31,2025-12-31,Delivered,Paid,John Obi,Lagos,0,0.13,0,298.7,1658.7,30.0,None,0,Packaging Supplier 6 (NIG),56.0,80.2,3.8,6.77,42.0,25.3,0.0,0,36.1,Medium Risk,11.6,0.8,0.0392507489311332,10.0
PO101453,2025-11-26,SUP1013,Packaging Supplier 6 (NIG),MAT2037,Packaging Item 17,Packaging,497,395489.76,196558408.64,,NGN,2026-01-10,2026-02-05,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.36,0,319.35,1721.61,25.0,None,0,Packaging Supplier 6 (NIG),56.0,80.2,3.8,6.77,42.0,25.3,26.0,1,35.3,Medium Risk,11.6,0.7,1.3290763786775535,2.0
PO100479,2026-01-07,SUP1013,Packaging Supplier 6 (NIG),MAT2024,Packaging Item 4,Packaging,125,200013.7,25001712.17,,NGN,2026-03-26,,Pending,Pending,John Obi,Ibadan,0,0.21,1,347.38,1504.57,48.0,None,0,Packaging Supplier 6 (NIG),46.0,79.4,7.7,7.44,20.0,12.7,,0,47.7,Medium Risk,14.6,0.7,0.16905501678385038,42.0
PO102409,2026-01-08,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,313,351496.17,110018302.31,,NGN,2026-01-20,2026-01-24,Delivered,Paid,John Obi,Ibadan,0,0.13,1,318.53,1579.6,62.0,None,0,Packaging Supplier 6 (NIG),46.0,79.4,7.7,7.44,20.0,12.7,4.0,1,49.8,Medium Risk,15.25,0.6,0.7439148893916642,1.0
PO100457,2026-01-20,SUP1013,Packaging Supplier 6 (NIG),MAT2026,Packaging Item 6,Packaging,600,523293.26,313975953.52,,NGN,2026-04-11,,Pending,Pending,Sarah Ahmed,Ibadan,0,0.28,1,359.43,1739.19,61.0,None,0,Packaging Supplier 6 (NIG),46.0,79.4,7.7,7.44,20.0,12.7,,0,49.6,Medium Risk,9.0,0.6,2.1230230046300473,12.0
PO100891,2026-01-22,SUP1013,Packaging Supplier 6 (NIG),MAT2021,Packaging Item 1,Packaging,270,428240.05,115624813.6,,NGN,2026-02-19,2026-02-24,Partial,Paid,Chidi Eze,Kano,0,0.2,1,355.85,1627.51,52.0,None,0,Packaging Supplier 6 (NIG),46.0,79.4,7.7,7.44,20.0,12.7,5.0,1,48.3,Medium Risk,10.0,0.6,0.7818246474828355,2.0
PO100829,2026-02-03,SUP1013,Packaging Supplier 6 (NIG),MAT2028,Packaging Item 8,Packaging,487,321400.11,156521854.0,,NGN,2026-04-15,,Pending,Pending,Chidi Eze,Ibadan,0,0.17,0,336.34,1631.7,33.0,None,0,,,,,,,,,0,34.4,Medium Risk,11.666666666666666,0.7,1.0583597025310998,12.0
PO101170,2026-02-07,SUP1013,Packaging Supplier 6 (NIG),MAT2022,Packaging Item 2,Packaging,739,1525.14,1127081.66,,NGN,2026-04-04,,Pending,Pending,Chidi Eze,Kano,0,0.29,0,342.76,1629.49,35.0,None,0,,,,,,,,,0,34.8,Medium Risk,4.5,0.6,0.00762103041793677,4.0
PO101215,2024-03-10,SUP1015,Packaging Supplier 8 (NIG),MAT2034,Packaging Item 14,Packaging,291,202278.14,58862937.4,,NGN,2024-05-30,2024-06-21,Delivered,Pending,Sarah Ahmed,Kano,0,0.1,0,226.84,900.42,41.0,None,0,Packaging Supplier 8 (NIG),77.0,88.7,7.9,2.3,86.0,25.1,22.0,1,26.7,Low Risk,0.0,0.5,0.36436498713937715,30.0
PO101178,2024-04-05,SUP1015,Packaging Supplier 8 (NIG),MAT2033,Packaging Item 13,Packaging,16,302805.55,4844888.84,,NGN,2024-04-17,2024-05-05,Delivered,Overdue,Chidi Eze,Ibadan,1,0.32,0,191.44,921.09,57.0,None,0,Packaging Supplier 8 (NIG),77.0,85.6,14.3,1.5,52.0,14.8,18.0,1,34.3,Medium Risk,22.0,1.0,0.02999014214805923,26.0
PO101562,2024-05-03,SUP1015,Packaging Supplier 8 (NIG),MAT2038,Packaging Item 18,Packaging,902,140513.35,126743040.82,,NGN,2024-05-19,2024-05-19,Delivered,Paid,Sarah Ahmed,Kano,1,0.3,0,208.31,914.25,57.0,None,0,Packaging Supplier 8 (NIG),57.0,60.6,10.7,1.71,73.0,27.2,0.0,0,39.0,Medium Risk,20.0,1.0,0.784546753495602,28.0
PO101562,2024-05-03,SUP1015,Packaging Supplier 8 (NIG),MAT2038,Packaging Item 18,Packaging,902,140513.35,126743040.82,,NGN,2024-05-19,2024-05-19,Delivered,Paid,Sarah Ahmed,Kano,1,0.3,0,208.31,914.25,57.0,None,0,Packaging Supplier 8 (NIG),78.0,80.4,14.7,3.98,32.0,27.5,0.0,0,38.0,Medium Risk,13.333333333333334,0.6666666666666666,0.784546753495602,0.0
PO101240,2024-05-27,SUP1015,Packaging Supplier 8 (NIG),MAT2031,Packaging Item 11,Packaging,274,316591.24,86745999.51,,NGN,2024-07-03,2024-07-03,Delivered,Paid,Sarah Ahmed,Lagos,1,0.8,0,223.68,999.61,42.0,None,0,Packaging Supplier 8 (NIG),57.0,60.6,10.7,1.71,73.0,27.2,0.0,0,36.8,Medium Risk,10.0,0.5,0.5369627543571003,24.0
PO101240,2024-05-27,SUP1015,Packaging Supplier 8 (NIG),MAT2031,Packaging Item 11,Packaging,274,316591.24,86745999.51,,NGN,2024-07-03,2024-07-03,Delivered,Paid,Sarah Ahmed,Lagos,1,0.8,0,223.68,999.61,42.0,None,0,Packaging Supplier 8 (NIG),78.0,80.4,14.7,3.98,32.0,27.5,0.0,0,35.8,Medium Risk,8.0,0.4,0.5369627543571003,0.0
PO102331,2024-05-30,SUP1015,Packaging Supplier 8 (NIG),MAT2021,Packaging Item 1,Packaging,735,531350.55,390542652.74,,NGN,2024-06-27,2024-07-12,Delivered,Paid,Chidi Eze,Lagos,1,0.87,0,223.81,913.34,51.0,None,0,Packaging Supplier 8 (NIG),57.0,60.6,10.7,1.71,73.0,27.2,15.0,1,38.1,Medium Risk,3.6,0.3333333333333333,2.4174816094547866,3.0
PO102331,2024-05-30,SUP1015,Packaging Supplier 8 (NIG),MAT2021,Packaging Item 1,Packaging,735,531350.55,390542652.74,,NGN,2024-06-27,2024-07-12,Delivered,Paid,Chidi Eze,Lagos,1,0.87,0,223.81,913.34,51.0,None,0,Packaging Supplier 8 (NIG),78.0,80.4,14.7,3.98,32.0,27.5,15.0,1,37.1,Medium Risk,3.0,0.42857142857142855,2.4174816094547866,0.0
PO100780,2024-06-04,SUP1015,Packaging Supplier 8 (NIG),MAT2034,Packaging Item 14,Packaging,738,214159.02,158049356.18,,NGN,2024-08-24,2024-08-24,Delivered,Paid,Sarah Ahmed,Lagos,1,0.64,0,197.11,969.6,60.0,None,0,Packaging Supplier 8 (NIG),67.0,66.5,13.3,5.2,15.0,27.2,0.0,0,43.3,Medium Risk,6.0,0.5,0.9783346563318558,5.0
PO100431,2024-06-13,SUP1015,Packaging Supplier 8 (NIG),MAT2033,Packaging Item 13,Packaging,446,321716.38,143485504.66,,NGN,2024-06-25,2024-06-25,Delivered,Overdue,Chidi Eze,Ibadan,1,0.63,0,211.33,969.54,61.0,None,0,Packaging Supplier 8 (NIG),67.0,66.5,13.3,5.2,15.0,27.2,0.0,0,43.4,Medium Risk,6.0,0.4444444444444444,0.8881835730496171,9.0
PO100454,2024-07-23,SUP1015,Packaging Supplier 8 (NIG),MAT2021,Packaging Item 1,Packaging,494,529009.33,261330609.41,,NGN,2024-08-20,2024-08-20,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.39,0,237.16,990.08,57.0,None,0,Packaging Supplier 8 (NIG),57.0,73.5,11.0,4.48,52.0,18.5,0.0,0,43.5,Medium Risk,6.0,0.4,1.617651587615134,40.0
PO100215,2024-08-09,SUP1015,Packaging Supplier 8 (NIG),MAT2023,Packaging Item 3,Packaging,590,548477.45,323601693.08,,NGN,2024-10-13,2024-11-11,Delivered,Paid,Chidi Eze,Kano,1,0.71,0,234.32,1000.62,70.0,None,0,Packaging Supplier 8 (NIG),63.0,84.4,10.0,4.81,41.0,25.8,29.0,1,42.5,Medium Risk,6.0,0.3,2.003113197293054,17.0
PO101632,2024-08-15,SUP1015,Packaging Supplier 8 (NIG),MAT2028,Packaging Item 8,Packaging,674,355802.63,239810972.88,,NGN,2024-10-25,2024-10-26,Delivered,Paid,Sarah Ahmed,Lagos,1,0.38,0,210.78,1072.16,41.0,None,0,Packaging Supplier 8 (NIG),63.0,84.4,10.0,4.81,41.0,25.8,1.0,1,38.2,Medium Risk,8.8,0.3,1.484443792798263,6.0
PO102194,2024-08-17,SUP1015,Packaging Supplier 8 (NIG),MAT2037,Packaging Item 17,Packaging,925,297031.19,274753849.84,,NGN,2024-10-01,2024-10-01,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.55,0,218.12,1106.31,66.0,None,0,Packaging Supplier 8 (NIG),63.0,84.4,10.0,4.81,41.0,25.8,0.0,0,41.9,Medium Risk,6.0,0.4,1.700742222277306,2.0
PO102316,2024-08-20,SUP1015,Packaging Supplier 8 (NIG),MAT2021,Packaging Item 1,Packaging,366,556347.29,203623108.1,,NGN,2024-09-17,2024-09-17,Delivered,Paid,John Obi,Ibadan,1,0.35,0,256.33,997.51,60.0,None,0,Packaging Supplier 8 (NIG),63.0,84.4,10.0,4.81,41.0,25.8,0.0,0,41.0,Medium Risk,6.0,0.4,1.2604388167033014,3.0
PO100472,2024-08-29,SUP1015,Packaging Supplier 8 (NIG),MAT2033,Packaging Item 13,Packaging,306,259006.33,79255937.66,,NGN,2024-09-10,2024-10-03,Delivered,Overdue,John Obi,Ibadan,1,0.8,0,248.34,1151.81,48.0,None,0,Packaging Supplier 8 (NIG),63.0,84.4,10.0,4.81,41.0,25.8,23.0,1,39.2,Medium Risk,6.0,0.4,0.49059883828028567,9.0
PO101690,2024-09-21,SUP1015,Packaging Supplier 8 (NIG),MAT2037,Packaging Item 17,Packaging,223,415943.44,92755387.57,,NGN,2024-11-05,2024-11-12,Delivered,Pending,Chidi Eze,Ibadan,1,0.33,0,229.21,1050.56,43.0,None,0,Packaging Supplier 8 (NIG),57.0,81.7,6.4,7.49,80.0,28.9,7.0,1,41.3,Medium Risk,10.6,0.5,0.5741612140316156,23.0
PO100847,2024-10-14,SUP1015,Packaging Supplier 8 (NIG),MAT2027,Packaging Item 7,Packaging,495,352972.35,174721312.68,,NGN,2024-10-28,2024-11-27,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.76,0,217.6,1211.98,59.0,None,0,Packaging Supplier 8 (NIG),76.0,72.7,2.7,3.37,74.0,22.4,30.0,1,26.2,Low Risk,6.2,0.5,1.0815350313731251,23.0
PO101309,2024-10-19,SUP1015,Packaging Supplier 8 (NIG),MAT2030,Packaging Item 10,Packaging,324,447335.95,144936849.33,,NGN,2024-11-03,2024-12-01,Delivered,Pending,Chidi Eze,Lagos,1,0.69,0,282.31,1034.27,58.0,None,0,Packaging Supplier 8 (NIG),76.0,72.7,2.7,3.37,74.0,22.4,28.0,1,26.1,Low Risk,12.0,0.5,0.8971674805027195,5.0
PO100538,2024-10-25,SUP1015,Packaging Supplier 8 (NIG),MAT2028,Packaging Item 8,Packaging,612,325556.64,199240664.1,,NGN,2025-01-04,2025-01-27,Delivered,Paid,John Obi,Kano,1,0.71,0,217.48,1156.89,50.0,None,0,Packaging Supplier 8 (NIG),76.0,72.7,2.7,3.37,74.0,22.4,23.0,1,24.9,Low Risk,17.6,0.6,1.2333112348626603,6.0
PO101148,2024-11-19,SUP1015,Packaging Supplier 8 (NIG),MAT2022,Packaging Item 2,Packaging,785,1357.36,1065530.38,,NGN,2025-01-14,2025-02-05,Delivered,Paid,John Obi,Kano,0,0.17,0,263.37,1184.7,25.0,None,0,Packaging Supplier 8 (NIG),66.0,72.8,10.4,5.79,86.0,24.2,22.0,1,36.4,Medium Risk,22.2,0.7,0.006595694682496691,25.0
PO101985,2024-11-20,SUP1015,Packaging Supplier 8 (NIG),MAT2031,Packaging Item 11,Packaging,872,417530.84,364086889.38,,NGN,2024-12-27,2025-01-08,Delivered,Overdue,Sarah Ahmed,Lagos,0,0.25,0,256.08,1187.91,34.0,None,0,Packaging Supplier 8 (NIG),66.0,72.8,10.4,5.79,86.0,24.2,12.0,1,37.8,Medium Risk,22.0,0.8,2.253718904054549,1.0
PO102007,2024-12-07,SUP1015,Packaging Supplier 8 (NIG),MAT2029,Packaging Item 9,Packaging,453,34857.61,15790495.91,,NGN,2025-02-17,2025-03-13,Delivered,Overdue,John Obi,Lagos,0,0.39,1,288.93,1083.03,53.0,None,0,Packaging Supplier 8 (NIG),61.0,64.8,6.4,4.55,76.0,24.7,24.0,1,36.8,Medium Risk,23.0,0.8,0.0977440830054726,17.0
PO102095,2024-12-24,SUP1015,Packaging Supplier 8 (NIG),MAT2023,Packaging Item 3,Packaging,53,473759.68,25109262.87,,NGN,2025-02-27,2025-02-27,Delivered,Paid,Chidi Eze,Kano,0,0.39,1,253.84,1291.77,37.0,None,0,Packaging Supplier 8 (NIG),61.0,64.8,6.4,4.55,76.0,24.7,0.0,0,34.4,Medium Risk,21.8,0.8,0.15542778948552424,17.0
PO100876,2025-01-06,SUP1015,Packaging Supplier 8 (NIG),MAT2033,Packaging Item 13,Packaging,765,295868.76,226339603.59,,NGN,2025-01-18,2025-01-18,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.34,1,293.2,1264.16,41.0,None,0,Packaging Supplier 8 (NIG),79.0,80.3,14.5,2.07,43.0,16.4,0.0,0,32.2,Medium Risk,16.2,0.8,1.4010552377089167,13.0
PO101835,2025-01-12,SUP1015,Packaging Supplier 8 (NIG),MAT2035,Packaging Item 15,Packaging,693,583762.04,404547090.47,,NGN,2025-02-14,2025-02-14,Delivered,Paid,Sarah Ahmed,Kano,0,0.26,1,286.15,1248.63,52.0,None,0,Packaging Supplier 8 (NIG),79.0,80.3,14.5,2.07,43.0,16.4,0.0,0,33.8,Medium Risk,11.6,0.8,2.5041698890204214,6.0
PO100504,2025-01-16,SUP1015,Packaging Supplier 8 (NIG),MAT2035,Packaging Item 15,Packaging,344,491204.06,168974196.79,,NGN,2025-02-18,2025-02-18,Delivered,Overdue,Sarah Ahmed,Kano,0,0.2,1,254.42,1251.79,59.0,None,0,Packaging Supplier 8 (NIG),79.0,80.3,14.5,2.07,43.0,16.4,0.0,0,34.9,Medium Risk,7.2,0.7,1.0459600516007368,4.0
PO100649,2025-01-17,SUP1015,Packaging Supplier 8 (NIG),MAT2038,Packaging Item 18,Packaging,14,196146.49,2746050.83,,NGN,2025-02-02,2025-03-01,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.25,1,263.33,1223.4,51.0,None,0,Packaging Supplier 8 (NIG),79.0,80.3,14.5,2.07,43.0,16.4,27.0,1,33.7,Medium Risk,4.8,0.6,0.016998213469330295,1.0
PO101565,2025-01-23,SUP1015,Packaging Supplier 8 (NIG),MAT2031,Packaging Item 11,Packaging,794,323898.19,257175164.87,,NGN,2025-03-01,2025-03-28,Delivered,Paid,Sarah Ahmed,Lagos,0,0.23,1,257.43,1212.26,42.0,None,0,Packaging Supplier 8 (NIG),79.0,80.3,14.5,2.07,43.0,16.4,27.0,1,32.3,Medium Risk,5.4,0.6,1.5919291455615459,6.0
PO101809,2025-02-04,SUP1015,Packaging Supplier 8 (NIG),MAT2030,Packaging Item 10,Packaging,559,364167.3,203569521.09,,NGN,2025-02-19,2025-02-19,Delivered,Pending,Chidi Eze,Lagos,0,0.12,0,296.17,1181.42,28.0,None,0,Packaging Supplier 8 (NIG),83.0,69.4,10.8,2.58,23.0,17.5,0.0,0,25.7,Low Risk,10.8,0.6,1.2601071100119279,12.0
PO102291,2025-02-05,SUP1015,Packaging Supplier 8 (NIG),MAT2028,Packaging Item 8,Packaging,754,312580.92,235686010.18,,NGN,2025-04-17,2025-05-12,Delivered,Paid,Sarah Ahmed,Kano,0,0.2,0,263.5,1290.78,26.0,None,0,Packaging Supplier 8 (NIG),83.0,69.4,10.8,2.58,23.0,17.5,25.0,1,25.4,Low Risk,10.8,0.5,1.458910035097345,1.0
PO101399,2025-02-16,SUP1015,Packaging Supplier 8 (NIG),MAT2029,Packaging Item 9,Packaging,614,30570.73,18770429.77,,NGN,2025-04-29,2025-05-25,Delivered,Paid,Chidi Eze,Ibadan,0,0.35,0,268.5,1161.2,36.0,None,0,Packaging Supplier 8 (NIG),83.0,69.4,10.8,2.58,23.0,17.5,26.0,1,26.9,Low Risk,15.8,0.5,0.11619004595830164,11.0
PO101141,2025-02-24,SUP1015,Packaging Supplier 8 (NIG),MAT2028,Packaging Item 8,Packaging,464,331830.88,153969526.37,,NGN,2025-05-06,2025-06-05,Delivered,Paid,Chidi Eze,Ibadan,0,0.36,0,236.5,1256.78,37.0,None,0,Packaging Supplier 8 (NIG),83.0,69.4,10.8,2.58,23.0,17.5,30.0,1,27.0,Low Risk,21.0,0.5,0.953080273830525,8.0
PO100723,2025-03-22,SUP1015,Packaging Supplier 8 (NIG),MAT2022,Packaging Item 2,Packaging,451,1880.16,847953.4,,NGN,2025-05-17,2025-05-30,Delivered,Paid,Sarah Ahmed,Lagos,0,0.23,0,262.64,1308.51,39.0,None,0,Packaging Supplier 8 (NIG),69.0,77.0,8.8,1.42,83.0,23.6,13.0,1,29.2,Low Risk,21.6,0.5,0.005248880591640185,26.0
