po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category
PO101085,2025-12-08,SUP1023,Equipment Supplier 5 (IND),MAT2053,Equipment Item 15,Equipment,732,346954.54,253970721.3,183093.98,USD,2026-01-17,2026-01-17,Delivered,Overdue,Chidi Eze,Ibadan,0,0.21,1,285.86,1737.8,61.0,None,0,Equipment Supplier 5 (IND),25,74.5,13.2,2.88,47,6.8,0.0,0,56.7,Medium Risk
PO101086,2026-01-29,SUP1008,Packaging Supplier 1 (CHI),MAT2026,Packaging Item 6,Packaging,184,472767.24,86989171.89,101674.69,USD,2026-04-20,,Pending,Pending,Sarah Ahmed,Lagos,0,0.31,1,338.01,1785.83,50.0,None,0,Packaging Supplier 1 (CHI),38,84.0,6.4,5.93,18,21.6,,0,47.6,Medium Risk
PO101087,2024-03-09,SUP1036,Services Supplier 9 (NIG),MAT2056,Services Item 3,Services,448,410544.21,183923808.31,,NGN,2024-05-29,2024-05-29,Delivered,Paid,John Obi,Kano,0,0.33,0,229.51,836.82,29.0,None,0,Services Supplier 9 (NIG),84,92.2,13.6,5.03,37,18.6,0.0,0,31.9,Medium Risk
PO101088,2024-03-05,SUP1026,Equipment Supplier 8 (NIG),MAT2040,Equipment Item 2,Equipment,495,40182.29,19890231.27,,NGN,2024-04-08,2024-04-18,Delivered,Paid,John Obi,Kano,0,0.18,0,217.66,923.53,31.0,None,0,Equipment Supplier 8 (NIG),78,86.9,12.6,6.55,63,14.1,10.0,1,35.9,Medium Risk
PO101089,2026-01-21,SUP1021,Equipment Supplier 3 (NIG),MAT2047,Equipment Item 9,Equipment,865,124819.07,107968491.42,,NGN,2026-02-10,2026-02-14,Delivered,Paid,Sarah Ahmed,Kano,0,0.15,1,349.61,1527.22,54.0,None,0,Equipment Supplier 3 (NIG),22,71.8,3.5,2.2,86,14.5,4.0,1,46.1,Medium Risk
PO101090,2025-02-02,SUP1038,Services Supplier 11 (CHI),MAT2064,Services Item 11,Services,512,458961.93,234988507.87,147621.19,USD,2025-03-12,2025-03-12,Delivered,Pending,Sarah Ahmed,Lagos,0,0.3,0,283.86,1176.46,39.0,None,0,Services Supplier 11 (CHI),76,74.2,8.8,0.53,72,23.9,0.0,0,25.0,Low Risk
PO101091,2025-02-20,SUP1026,Equipment Supplier 8 (NIG),MAT2050,Equipment Item 12,Equipment,737,248776.99,183348640.77,,NGN,2025-03-31,2025-04-25,Delivered,Paid,John Obi,Ibadan,0,0.37,0,283.54,1219.49,26.0,None,0,Equipment Supplier 8 (NIG),75,87.8,13.3,6.89,89,27.7,25.0,1,37.5,Medium Risk
PO101092,2024-10-07,SUP1013,Packaging Supplier 6 (NIG),MAT2024,Packaging Item 4,Packaging,375,222198.21,83324327.02,,NGN,2024-12-24,2024-12-24,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.35,0,233.37,1093.04,52.0,None,0,Packaging Supplier 6 (NIG),54,88.2,11.9,0.82,21,28.5,0.0,0,39.3,Medium Risk
PO101093,2024-05-26,SUP1009,Packaging Supplier 2 (CHI),MAT2029,Packaging Item 9,Packaging,952,35616.64,33907038.33,25863.75,USD,2024-08-06,2024-09-04,Delivered,Overdue,Chidi Eze,Lagos,1,0.5,0,249.89,912.93,69.0,None,0,Packaging Supplier 2 (CHI),20,71.9,6.9,4.51,36,16.4,29.0,1,56.0,Medium Risk
PO101094,2024-11-22,SUP1021,Equipment Supplier 3 (NIG),MAT2050,Equipment Item 12,Equipment,919,248519.67,228389573.08,,NGN,2024-12-31,2025-01-12,Delivered,Paid,Chidi Eze,Kano,0,0.3,0,255.49,1130.26,41.0,None,0,Equipment Supplier 3 (NIG),33,60.8,4.2,1.64,71,29.3,12.0,1,39.6,Medium Risk
PO101095,2026-02-12,SUP1027,Equipment Supplier 9 (IND),MAT2050,Equipment Item 12,Equipment,864,276968.83,239301068.56,208674.41,USD,2026-03-23,,Pending,Pending,Sarah Ahmed,Lagos,0,0.29,0,355.97,1613.84,38.0,None,0,Equipment Supplier 9 (IND),62,65.5,13.5,4.53,23,19.0,,0,41.2,Medium Risk
PO101096,2024-03-04,SUP1038,Services Supplier 11 (CHI),MAT2068,Services Item 15,Services,959,171939.97,164890435.21,140565.09,USD,2024-04-09,2024-04-09,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.37,0,209.87,818.93,28.0,None,0,Services Supplier 11 (CHI),70,64.0,7.9,4.59,75,7.9,0.0,0,31.0,Medium Risk
PO101097,2024-12-16,SUP1005,Raw Materials Supplier 6 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,828,224146.76,185593516.51,,NGN,2025-01-01,2025-01-09,Delivered,Paid,John Obi,Ibadan,0,0.3,1,282.99,1147.96,45.0,None,0,Raw Materials Supplier 6 (NIG),78,92.8,7.4,3.27,22,26.5,8.0,1,27.9,Low Risk
PO101098,2025-01-03,SUP1005,Raw Materials Supplier 6 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,450,350845.33,157880396.82,,NGN,2025-01-17,2025-01-15,Delivered,Pending,Sarah Ahmed,Kano,0,0.2,1,252.86,1269.66,50.0,None,0,Raw Materials Supplier 6 (NIG),63,78.5,11.5,6.76,24,28.9,-2.0,0,43.9,Medium Risk
PO101099,2026-01-06,SUP1012,Packaging Supplier 5 (USA),MAT2029,Packaging Item 9,Packaging,986,25569.24,25211268.68,24801.18,USD,2026-03-19,,Pending,Pending,Sarah Ahmed,Kano,0,0.2,1,302.98,1565.57,50.0,None,0,Packaging Supplier 5 (USA),66,79.4,7.7,7.44,20,7.7,,0,40.0,Medium Risk
PO101100,2024-05-17,SUP1025,Equipment Supplier 7 (GER),MAT2053,Equipment Item 15,Equipment,234,275024.69,64355776.49,41617.92,USD,2024-06-26,2024-06-26,Delivered,Overdue,Sarah Ahmed,Ibadan,1,0.62,0,200.87,894.53,61.0,None,0,Equipment Supplier 7 (GER),66,78.1,2.6,5.91,21,10.6,0.0,0,34.2,Medium Risk
PO101101,2024-06-04,SUP1023,Equipment Supplier 5 (IND),MAT2052,Equipment Item 14,Equipment,952,21863.92,20814452.76,19849.97,USD,2024-07-23,2024-08-07,Delivered,Paid,Chidi Eze,Lagos,1,0.64,0,197.11,969.6,60.0,None,0,Equipment Supplier 5 (IND),33,88.8,3.9,1.45,73,7.6,15.0,1,41.9,Medium Risk
PO101102,2024-11-07,SUP1009,Packaging Supplier 2 (CHI),MAT2034,Packaging Item 14,Packaging,436,224955.72,98080693.77,94231.36,USD,2025-01-27,2025-01-27,Delivered,Overdue,Chidi Eze,Lagos,0,0.39,0,271.85,1231.77,27.0,None,0,Packaging Supplier 2 (CHI),30,65.0,13.3,6.67,81,18.5,0.0,0,55.4,Medium Risk
PO101103,2025-03-15,SUP1030,Services Supplier 3 (CHI),MAT2066,Services Item 13,Services,108,394906.94,42649949.86,36973.71,USD,2025-05-21,2025-06-07,Delivered,Overdue,Sarah Ahmed,Ibadan,0,0.17,0,300.78,1411.1,33.0,None,0,Services Supplier 3 (CHI),60,63.5,7.9,5.74,32,5.5,17.0,1,37.5,Medium Risk
PO101104,2025-04-20,SUP1031,Services Supplier 4 (NIG),MAT2061,Services Item 8,Services,38,591633.24,22482062.95,,NGN,2025-05-16,2025-05-16,Delivered,Paid,John Obi,Kano,1,0.35,0,250.51,1267.28,65.0,None,0,Services Supplier 4 (NIG),81,83.1,13.0,7.93,85,17.8,0.0,0,42.2,Medium Risk
PO101105,2024-12-30,SUP1008,Packaging Supplier 1 (CHI),MAT2037,Packaging Item 17,Packaging,604,354450.37,214088024.74,237395.55,USD,2025-02-13,2025-02-26,Delivered,Overdue,John Obi,Ibadan,0,0.18,1,238.31,1221.54,53.0,Customs Delay,5,Packaging Supplier 1 (CHI),61,81.1,6.3,1.16,28,13.3,13.0,1,39.1,Medium Risk
PO101106,2026-01-11,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,483,146276.66,70651625.76,47103.32,USD,2026-02-11,2026-02-09,Delivered,Pending,Chidi Eze,Lagos,0,0.3,1,315.15,1590.69,58.0,None,0,Raw Materials Supplier 8 (USA),75,75.8,11.4,1.35,89,23.8,-2.0,0,32.1,Medium Risk
PO101107,2025-01-31,SUP1006,Raw Materials Supplier 7 (NIG),MAT2017,Raw Materials Item 18,Raw Materials,851,390460.72,332282076.05,,NGN,2025-04-18,2025-05-04,Delivered,Paid,Chidi Eze,Kano,0,0.26,1,294.75,1216.99,45.0,None,0,Raw Materials Supplier 7 (NIG),65,72.1,10.5,6.27,36,29.8,16.0,1,40.7,Medium Risk
PO101108,2026-01-15,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,728,376638.24,274192641.87,299558.83,USD,2026-04-02,,Pending,Pending,John Obi,Lagos,0,0.35,1,341.93,1616.59,43.0,None,0,Raw Materials Supplier 8 (USA),75,75.8,11.4,1.35,89,23.8,,0,29.9,Low Risk
PO101109,2026-01-16,SUP1010,Packaging Supplier 3 (NIG),MAT2030,Packaging Item 10,Packaging,318,468871.83,149101243.46,,NGN,2026-01-31,2026-01-26,Delivered,Paid,John Obi,Lagos,0,0.14,1,352.13,1557.01,58.0,None,0,Packaging Supplier 3 (NIG),65,84.2,3.8,5.98,50,19.3,-5.0,0,35.5,Medium Risk
PO101110,2024-02-25,SUP1008,Packaging Supplier 1 (CHI),MAT2038,Packaging Item 18,Packaging,628,190427.08,119588204.0,98357.04,USD,2024-03-12,2024-03-12,Delivered,Paid,Chidi Eze,Ibadan,0,0.35,0,218.25,906.52,34.0,None,0,Packaging Supplier 1 (CHI),57,82.7,11.2,1.73,30,6.8,0.0,0,36.1,Medium Risk
PO101111,2025-03-31,SUP1007,Raw Materials Supplier 8 (USA),MAT2007,Raw Materials Item 8,Raw Materials,958,300762.13,288130120.86,256424.31,USD,2025-05-04,2025-05-14,Delivered,Pending,Chidi Eze,Kano,0,0.27,0,267.65,1223.35,30.0,None,0,Raw Materials Supplier 8 (USA),67,77.2,3.8,1.95,19,13.2,10.0,1,24.4,Low Risk
PO101112,2025-05-19,SUP1005,Raw Materials Supplier 6 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,452,161232.72,72877188.64,,NGN,2025-07-17,2025-07-17,Delivered,Paid,John Obi,Kano,1,0.71,0,273.74,1432.46,69.0,None,0,Raw Materials Supplier 6 (NIG),68,90.9,4.2,1.85,66,20.1,0.0,0,30.1,Medium Risk
PO101113,2026-02-10,SUP1012,Packaging Supplier 5 (USA),MAT2024,Packaging Item 4,Packaging,497,220727.03,109701334.67,106345.16,USD,2026-04-29,,Pending,Pending,Chidi Eze,Ibadan,0,0.18,0,292.5,1785.46,24.0,None,0,Packaging Supplier 5 (USA),80,89.7,10.0,6.33,17,22.6,,0,31.1,Medium Risk
PO101114,2025-03-07,SUP1023,Equipment Supplier 5 (IND),MAT2044,Equipment Item 6,Equipment,410,307357.65,126016635.5,87518.59,USD,2025-06-05,2025-06-27,Delivered,Pending,Sarah Ahmed,Lagos,0,0.26,0,272.55,1338.02,28.0,Strike,5,Equipment Supplier 5 (IND),36,82.3,11.9,5.5,34,22.3,22.0,1,57.4,Medium Risk
PO101115,2025-09-24,SUP1032,Services Supplier 5 (NIG),MAT2058,Services Item 5,Services,21,197659.5,4150849.53,,NGN,2025-10-06,2025-10-06,Delivered,Overdue,John Obi,Ibadan,1,0.79,0,311.59,1554.81,43.0,None,0,Services Supplier 5 (NIG),68,88.8,6.1,6.41,63,10.5,0.0,0,35.0,Medium Risk
PO101116,2024-07-16,SUP1031,Services Supplier 4 (NIG),MAT2069,Services Item 16,Services,913,14035.71,12814603.17,,NGN,2024-08-16,2024-08-16,Delivered,Pending,Chidi Eze,Kano,1,0.67,0,216.08,946.24,57.0,None,0,Services Supplier 4 (NIG),59,89.9,14.4,4.83,15,16.2,0.0,0,46.6,Medium Risk
PO101117,2024-09-27,SUP1024,Equipment Supplier 6 (IND),MAT2043,Equipment Item 5,Equipment,934,89800.26,83873444.19,75391.9,USD,2024-12-12,2024-12-12,Delivered,Pending,Chidi Eze,Kano,1,0.34,0,261.83,1194.94,43.0,None,0,Equipment Supplier 6 (IND),20,88.4,14.5,5.16,36,5.0,0.0,0,60.7,High Risk
PO101118,2025-09-23,SUP1026,Equipment Supplier 8 (NIG),MAT2051,Equipment Item 13,Equipment,480,52944.5,25413358.94,,NGN,2025-11-23,2025-12-05,Delivered,Pending,Sarah Ahmed,Lagos,1,0.81,0,325.18,1532.82,45.0,None,0,Equipment Supplier 8 (NIG),79,62.9,7.8,3.14,89,10.8,12.0,1,27.7,Low Risk
PO101119,2025-12-16,SUP1037,Services Supplier 10 (NIG),MAT2054,Services Item 1,Services,395,340945.57,134673500.72,,NGN,2026-02-15,2026-02-21,Delivered,Pending,John Obi,Kano,0,0.13,1,279.61,1517.95,41.0,None,0,Services Supplier 10 (NIG),62,84.5,9.3,1.66,28,15.8,6.0,1,33.1,Medium Risk
PO101120,2025-01-21,SUP1020,Equipment Supplier 2 (CHI),MAT2043,Equipment Item 5,Equipment,608,86985.32,52887073.46,47093.66,USD,2025-04-07,2025-04-07,Delivered,Paid,John Obi,Lagos,0,0.24,1,265.06,1282.23,57.0,None,0,Equipment Supplier 2 (CHI),36,83.0,14.4,2.94,87,7.6,0.0,0,53.0,Medium Risk
PO101121,2026-01-06,SUP1001,Raw Materials Supplier 2 (UK),MAT2008,Raw Materials Item 9,Raw Materials,521,442750.21,230672859.13,195298.38,USD,2026-03-27,,Pending,Pending,John Obi,Lagos,0,0.2,1,302.98,1565.57,50.0,None,0,Raw Materials Supplier 2 (UK),80,79.5,4.3,4.69,76,10.1,,0,26.8,Low Risk
PO101122,2025-03-24,SUP1030,Services Supplier 3 (CHI),MAT2066,Services Item 13,Services,954,381955.12,364385182.02,282573.64,USD,2025-05-30,2025-05-30,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.28,0,286.37,1231.82,28.0,None,0,Services Supplier 3 (CHI),60,63.5,7.9,5.74,32,5.5,0.0,0,36.7,Medium Risk
PO101123,2025-11-07,SUP1007,Raw Materials Supplier 8 (USA),MAT2002,Raw Materials Item 3,Raw Materials,955,155760.65,148751417.6,167866.59,USD,2026-01-28,2026-01-31,Delivered,Paid,John Obi,Ibadan,0,0.18,0,338.11,1443.21,24.0,Customs Delay,4,Raw Materials Supplier 8 (USA),69,73.9,6.0,6.71,74,8.3,3.0,1,38.1,Medium Risk
PO101124,2025-07-11,SUP1030,Services Supplier 3 (CHI),MAT2054,Services Item 1,Services,705,266246.34,187703671.85,195330.51,USD,2025-09-10,2025-09-10,Delivered,Paid,John Obi,Kano,1,0.73,0,300.79,1333.08,52.0,None,0,Services Supplier 3 (CHI),60,85.8,10.8,2.25,77,13.0,0.0,0,38.0,Medium Risk
PO101125,2024-03-20,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,218,107656.29,23469070.34,25720.94,USD,2024-04-20,2024-04-20,Delivered,Paid,Sarah Ahmed,Lagos,0,0.28,0,184.63,910.48,25.0,None,0,Raw Materials Supplier 8 (USA),85,69.8,4.0,7.23,32,6.8,0.0,0,24.6,Low Risk
PO101126,2026-01-23,SUP1039,Services Supplier 12 (IND),MAT2059,Services Item 6,Services,204,124723.42,25443576.95,20252.85,USD,2026-03-02,,Pending,Pending,Sarah Ahmed,Kano,0,0.17,1,311.67,1604.76,44.0,None,0,Services Supplier 12 (IND),50,67.0,3.2,5.81,52,14.3,,0,38.5,Medium Risk
PO101127,2025-09-19,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,830,254000.64,210820530.97,,NGN,2025-10-01,2025-10-20,Delivered,Paid,John Obi,Kano,1,0.89,0,321.19,1490.6,59.0,None,0,Packaging Supplier 6 (NIG),42,68.7,7.6,2.17,90,28.9,19.0,1,42.9,Medium Risk
PO101128,2024-12-26,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,130,371587.5,48306374.59,57426.7,USD,2025-01-09,2025-01-05,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.38,1,288.38,1279.45,43.0,None,0,Raw Materials Supplier 8 (USA),58,64.6,2.3,7.89,49,17.1,-4.0,0,37.4,Medium Risk
PO101129,2026-02-14,SUP1020,Equipment Supplier 2 (CHI),MAT2051,Equipment Item 13,Equipment,79,55876.02,4414205.71,4765.47,USD,2026-04-16,,Pending,Pending,Chidi Eze,Kano,0,0.34,0,292.92,1693.47,31.0,None,0,Equipment Supplier 2 (CHI),49,83.1,9.4,2.4,47,16.7,,0,38.0,Medium Risk
PO101130,2024-10-29,SUP1024,Equipment Supplier 6 (IND),MAT2047,Equipment Item 9,Equipment,418,145523.73,60828918.09,49184.36,USD,2024-11-18,2024-12-13,Delivered,Pending,Chidi Eze,Lagos,1,0.35,0,254.21,1164.35,50.0,None,0,Equipment Supplier 6 (IND),49,92.3,5.6,2.38,63,25.0,25.0,1,37.1,Medium Risk
PO101131,2024-03-29,SUP1019,Equipment Supplier 1 (NIG),MAT2046,Equipment Item 8,Equipment,441,444644.39,196088175.36,,NGN,2024-04-18,2024-04-16,Delivered,Pending,Chidi Eze,Lagos,0,0.22,0,215.15,947.75,40.0,None,0,Equipment Supplier 1 (NIG),84,89.4,11.3,7.08,27,26.5,-2.0,0,34.3,Medium Risk
PO101132,2024-10-23,SUP1029,Services Supplier 2 (NIG),MAT2065,Services Item 12,Services,84,93803.83,7879522.1,,NGN,2024-11-12,2024-11-09,Delivered,Paid,Sarah Ahmed,Kano,1,0.69,0,216.27,1170.99,70.0,None,0,Services Supplier 2 (NIG),80,76.8,14.4,3.2,63,13.4,-3.0,0,37.7,Medium Risk
PO101133,2025-11-13,SUP1004,Raw Materials Supplier 5 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,918,462471.79,424549101.4,,NGN,2025-11-26,2025-12-08,Delivered,Paid,John Obi,Ibadan,0,0.22,0,274.65,1575.72,36.0,None,0,Raw Materials Supplier 5 (NIG),65,92.6,15.0,5.19,22,17.1,12.0,1,42.2,Medium Risk
PO101134,2025-07-28,SUP1015,Packaging Supplier 8 (NIG),MAT2029,Packaging Item 9,Packaging,675,28625.22,19322021.13,,NGN,2025-10-08,2025-10-17,Partial,Paid,John Obi,Lagos,1,0.72,0,264.72,1572.44,56.0,None,0,Packaging Supplier 8 (NIG),70,91.7,10.4,0.71,50,19.9,9.0,1,31.9,Medium Risk
PO101135,2025-08-25,SUP1037,Services Supplier 10 (NIG),MAT2062,Services Item 9,Services,708,485741.52,343904994.39,,NGN,2025-09-23,2025-09-23,Delivered,Overdue,Sarah Ahmed,Kano,1,0.46,0,338.93,1347.69,52.0,None,0,Services Supplier 10 (NIG),63,86.7,7.7,7.43,30,29.4,0.0,0,41.4,Medium Risk
PO101136,2024-07-02,SUP1032,Services Supplier 5 (NIG),MAT2054,Services Item 1,Services,728,281788.13,205141760.11,,NGN,2024-09-01,2024-09-01,Delivered,Pending,Sarah Ahmed,Lagos,1,0.69,0,258.25,1057.89,42.0,None,0,Services Supplier 5 (NIG),81,78.8,12.6,4.16,81,26.7,0.0,0,32.7,Medium Risk
PO101137,2025-02-10,SUP1029,Services Supplier 2 (NIG),MAT2065,Services Item 12,Services,950,69870.39,66376870.35,,NGN,2025-03-02,2025-03-02,Delivered,Paid,Sarah Ahmed,Kano,0,0.11,0,291.97,1322.24,27.0,None,0,Services Supplier 2 (NIG),69,70.7,5.7,4.72,76,11.4,0.0,0,29.2,Low Risk
PO101138,2025-08-27,SUP1007,Raw Materials Supplier 8 (USA),MAT2011,Raw Materials Item 12,Raw Materials,831,151908.51,126235975.29,91750.5,USD,2025-10-25,2025-10-24,Delivered,Overdue,John Obi,Ibadan,1,0.31,0,325.66,1618.42,44.0,None,0,Raw Materials Supplier 8 (USA),71,82.4,11.2,0.79,28,14.0,-1.0,0,30.6,Medium Risk
PO101139,2024-04-09,SUP1020,Equipment Supplier 2 (CHI),MAT2049,Equipment Item 11,Equipment,368,391599.43,144108591.97,95288.5,USD,2024-05-12,2024-05-15,Delivered,Overdue,Chidi Eze,Lagos,1,0.83,0,241.66,876.57,45.0,None,0,Equipment Supplier 2 (CHI),40,61.3,5.4,5.79,70,7.3,3.0,1,44.8,Medium Risk
PO101140,2025-12-28,SUP1006,Raw Materials Supplier 7 (NIG),MAT2017,Raw Materials Item 18,Raw Materials,88,383933.9,33786183.03,,NGN,2026-03-15,,Pending,Pending,Chidi Eze,Kano,0,0.13,1,354.18,1618.88,51.0,None,0,Raw Materials Supplier 7 (NIG),58,91.6,8.3,4.98,26,13.7,,0,40.2,Medium Risk
PO101141,2025-02-24,SUP1015,Packaging Supplier 8 (NIG),MAT2028,Packaging Item 8,Packaging,464,331830.88,153969526.37,,NGN,2025-05-06,2025-06-05,Delivered,Paid,Chidi Eze,Ibadan,0,0.36,0,236.5,1256.78,37.0,None,0,Packaging Supplier 8 (NIG),57,60.2,10.3,2.55,37,21.1,30.0,1,36.9,Medium Risk
PO101142,2025-01-16,SUP1004,Raw Materials Supplier 5 (NIG),MAT2013,Raw Materials Item 14,Raw Materials,65,30426.85,1977745.3,,NGN,2025-03-07,2025-04-02,Delivered,Paid,John Obi,Kano,0,0.2,1,254.42,1251.79,59.0,None,0,Raw Materials Supplier 5 (NIG),80,61.1,3.0,6.13,33,11.1,26.0,1,29.0,Low Risk
PO101143,2024-10-18,SUP1027,Equipment Supplier 9 (IND),MAT2050,Equipment Item 12,Equipment,769,270958.52,208367098.45,231983.37,USD,2024-11-26,2024-11-30,Partial,Paid,Chidi Eze,Ibadan,1,0.34,0,245.56,1021.96,51.0,None,0,Equipment Supplier 9 (IND),56,86.3,11.9,5.68,53,11.5,4.0,1,45.7,Medium Risk
PO101144,2025-12-21,SUP1032,Services Supplier 5 (NIG),MAT2056,Services Item 3,Services,985,373845.56,368237873.31,,NGN,2026-03-12,,Pending,Pending,Sarah Ahmed,Ibadan,0,0.39,1,294.55,1477.66,58.0,None,0,Services Supplier 5 (NIG),80,67.9,2.1,3.33,43,17.6,,0,23.8,Low Risk
PO101145,2025-10-19,SUP1032,Services Supplier 5 (NIG),MAT2070,Services Item 17,Services,317,194214.21,61565904.78,,NGN,2025-11-03,2025-11-03,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.42,0,334.11,1439.88,58.0,None,0,Services Supplier 5 (NIG),74,68.7,5.5,4.49,85,18.1,0.0,0,31.3,Medium Risk
PO101146,2025-03-22,SUP1036,Services Supplier 9 (NIG),MAT2056,Services Item 3,Services,464,362188.45,168055439.48,,NGN,2025-06-11,2025-06-11,Delivered,Overdue,Chidi Eze,Lagos,0,0.23,0,262.64,1308.51,39.0,None,0,Services Supplier 9 (NIG),82,87.3,3.8,3.95,85,29.4,0.0,0,22.8,Low Risk
PO101147,2026-01-01,SUP1026,Equipment Supplier 8 (NIG),MAT2043,Equipment Item 5,Equipment,42,84577.12,3552238.86,,NGN,2026-03-18,,Pending,Pending,Chidi Eze,Ibadan,0,0.26,1,339.68,1698.29,42.0,None,0,Equipment Supplier 8 (NIG),57,87.5,14.0,1.24,24,17.2,,0,39.4,Medium Risk
PO101148,2024-11-19,SUP1015,Packaging Supplier 8 (NIG),MAT2022,Packaging Item 2,Packaging,785,1357.36,1065530.38,,NGN,2025-01-14,2025-02-05,Delivered,Paid,John Obi,Kano,0,0.17,0,263.37,1184.7,25.0,None,0,Packaging Supplier 8 (NIG),68,88.1,5.8,6.54,69,24.6,22.0,1,32.2,Medium Risk
PO101149,2025-03-28,SUP1025,Equipment Supplier 7 (GER),MAT2044,Equipment Item 6,Equipment,889,381426.26,339087942.8,276173.18,USD,2025-06-26,2025-07-24,Delivered,Overdue,Sarah Ahmed,Kano,0,0.29,0,258.65,1271.69,40.0,None,0,Equipment Supplier 7 (GER),82,73.4,3.2,6.14,44,22.3,28.0,1,25.6,Low Risk
PO101150,2024-10-25,SUP1008,Packaging Supplier 1 (CHI),MAT2021,Packaging Item 1,Packaging,939,386320.41,362754862.55,251970.64,USD,2024-11-22,2024-11-22,Delivered,Pending,Sarah Ahmed,Kano,1,0.71,0,217.48,1156.89,50.0,None,0,Packaging Supplier 1 (CHI),52,69.7,10.2,6.65,41,6.0,0.0,0,46.9,Medium Risk
PO101151,2025-04-04,SUP1004,Raw Materials Supplier 5 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,640,222251.78,142241137.97,,NGN,2025-04-20,2025-04-20,Delivered,Paid,John Obi,Ibadan,1,0.63,0,285.86,1204.2,41.0,None,0,Raw Materials Supplier 5 (NIG),69,68.7,14.9,1.99,27,20.4,0.0,0,36.4,Medium Risk
PO101152,2025-09-29,SUP1026,Equipment Supplier 8 (NIG),MAT2040,Equipment Item 2,Equipment,866,35454.45,30703551.49,,NGN,2025-11-02,2025-11-02,Delivered,Overdue,John Obi,Ibadan,1,0.55,0,335.79,1477.21,51.0,None,0,Equipment Supplier 8 (NIG),79,62.9,7.8,3.14,89,10.8,0.0,0,28.6,Low Risk
PO101153,2024-04-02,SUP1020,Equipment Supplier 2 (CHI),MAT2050,Equipment Item 12,Equipment,501,279536.36,140047715.39,112462.22,USD,2024-05-11,2024-05-11,Delivered,Pending,John Obi,Ibadan,1,0.49,0,189.05,886.88,68.0,None,0,Equipment Supplier 2 (CHI),40,61.3,5.4,5.79,70,7.3,0.0,0,48.3,Medium Risk
PO101154,2024-08-27,SUP1026,Equipment Supplier 8 (NIG),MAT2046,Equipment Item 8,Equipment,794,542645.21,430860293.52,,NGN,2024-09-16,2024-09-16,Delivered,Paid,Chidi Eze,Lagos,1,0.62,0,232.44,1034.55,68.0,None,0,Equipment Supplier 8 (NIG),84,63.5,12.8,1.53,29,16.8,0.0,0,31.7,Medium Risk
PO101155,2024-07-24,SUP1004,Raw Materials Supplier 5 (NIG),MAT2003,Raw Materials Item 4,Raw Materials,248,263740.37,65407612.79,,NGN,2024-07-31,2024-07-31,Delivered,Overdue,Chidi Eze,Ibadan,1,0.57,0,222.77,960.77,61.0,None,0,Raw Materials Supplier 5 (NIG),62,69.2,7.5,2.3,49,15.7,0.0,0,35.3,Medium Risk
PO101156,2024-04-07,SUP1008,Packaging Supplier 1 (CHI),MAT2031,Packaging Item 11,Packaging,72,415685.66,29929367.46,18781.25,USD,2024-05-14,2024-05-10,Delivered,Pending,Chidi Eze,Kano,1,0.69,0,215.06,969.86,68.0,Customs Delay,10,Packaging Supplier 1 (CHI),51,81.4,4.1,4.63,20,20.4,-4.0,0,55.8,Medium Risk
PO101157,2024-04-10,SUP1009,Packaging Supplier 2 (CHI),MAT2031,Packaging Item 11,Packaging,368,301852.17,111081598.81,92141.82,USD,2024-05-17,2024-05-17,Delivered,Paid,Sarah Ahmed,Kano,1,0.72,0,225.15,983.59,60.0,Customs Delay,5,Packaging Supplier 2 (CHI),45,92.1,12.3,1.0,34,10.6,0.0,0,52.3,Medium Risk
PO101158,2025-03-11,SUP1037,Services Supplier 10 (NIG),MAT2061,Services Item 8,Services,83,538913.88,44729852.02,,NGN,2025-04-06,2025-04-10,Partial,Pending,Sarah Ahmed,Ibadan,0,0.17,0,237.45,1310.01,32.0,None,0,Services Supplier 10 (NIG),79,83.9,5.1,7.98,24,29.2,4.0,1,30.3,Medium Risk
