po_number,supplier_id,supplier_name,po_date,expected_delivery_date,actual_delivery_date,actual_lead_days,expected_lead_days,lead_time_variance,lateness_flag
PO102196,SUP1018,Packaging Supplier 11 (IND),2024-10-02,2024-11-27,2024-11-26,55,56,-1,0
PO101282,SUP1018,Packaging Supplier 11 (IND),2024-10-27,2025-01-07,2025-01-20,85,72,13,1
PO100408,SUP1018,Packaging Supplier 11 (IND),2024-11-03,2024-12-17,2024-12-20,47,44,3,1
PO100422,SUP1018,Packaging Supplier 11 (IND),2024-11-15,2024-12-22,2024-12-18,33,37,-4,0
PO102244,SUP1018,Packaging Supplier 11 (IND),2024-11-16,2025-01-26,2025-02-16,92,71,21,1
PO100042,SUP1018,Packaging Supplier 11 (IND),2024-11-23,2025-01-27,2025-02-09,78,65,13,1
PO100357,SUP1018,Packaging Supplier 11 (IND),2024-11-27,2025-02-13,2025-02-15,80,78,2,1
PO100606,SUP1018,Packaging Supplier 11 (IND),2024-12-17,2024-12-29,2025-01-12,26,12,14,1
PO100096,SUP1018,Packaging Supplier 11 (IND),2024-12-29,2025-03-17,2025-03-12,73,78,-5,0
PO100692,SUP1018,Packaging Supplier 11 (IND),2025-02-04,2025-04-17,2025-05-09,94,72,22,1
PO100353,SUP1018,Packaging Supplier 11 (IND),2025-02-26,2025-03-13,2025-03-22,24,15,9,1
PO102093,SUP1018,Packaging Supplier 11 (IND),2025-03-08,2025-04-22,2025-05-13,66,45,21,1
PO102234,SUP1018,Packaging Supplier 11 (IND),2025-03-31,2025-06-10,2025-06-10,71,71,0,0
PO102411,SUP1018,Packaging Supplier 11 (IND),2025-04-10,2025-06-06,2025-07-05,86,57,29,1
PO101535,SUP1018,Packaging Supplier 11 (IND),2025-04-16,2025-06-12,2025-07-04,79,57,22,1
PO100724,SUP1018,Packaging Supplier 11 (IND),2025-04-18,2025-06-29,2025-07-09,82,72,10,1
PO102254,SUP1018,Packaging Supplier 11 (IND),2025-05-09,2025-07-26,2025-08-22,105,78,27,1
PO101599,SUP1018,Packaging Supplier 11 (IND),2025-05-29,2025-06-14,2025-06-29,31,16,15,1
PO102188,SUP1018,Packaging Supplier 11 (IND),2025-06-03,2025-06-15,2025-06-11,8,12,-4,0
PO100725,SUP1018,Packaging Supplier 11 (IND),2025-06-19,2025-08-15,2025-09-03,76,57,19,1
PO100201,SUP1018,Packaging Supplier 11 (IND),2025-06-29,2025-08-24,2025-09-23,86,56,30,1
PO101359,SUP1018,Packaging Supplier 11 (IND),2025-07-01,2025-09-20,2025-10-10,101,81,20,1
PO100998,SUP1018,Packaging Supplier 11 (IND),2025-07-13,2025-08-27,2025-09-05,54,45,9,1
PO101354,SUP1018,Packaging Supplier 11 (IND),2025-07-25,2025-10-11,2025-10-15,82,78,4,1
PO101374,SUP1018,Packaging Supplier 11 (IND),2025-08-29,2025-10-05,2025-10-25,57,37,20,1
PO101507,SUP1018,Packaging Supplier 11 (IND),2025-08-31,2025-09-16,2025-09-24,24,16,8,1
PO100499,SUP1018,Packaging Supplier 11 (IND),2025-09-13,2025-12-03,2025-12-03,81,81,0,0
PO100227,SUP1018,Packaging Supplier 11 (IND),2025-09-24,2025-11-28,2025-11-24,61,65,-4,0
PO100644,SUP1018,Packaging Supplier 11 (IND),2025-09-27,2025-12-15,2025-12-15,79,79,0,0
PO101581,SUP1018,Packaging Supplier 11 (IND),2025-09-29,2025-11-05,2025-11-16,48,37,11,1
PO100334,SUP1018,Packaging Supplier 11 (IND),2025-10-02,2025-12-22,2025-12-22,81,81,0,0
PO101609,SUP1018,Packaging Supplier 11 (IND),2025-10-02,2025-12-19,2026-01-02,92,78,14,1
PO100650,SUP1018,Packaging Supplier 11 (IND),2025-10-04,2025-11-18,2025-11-20,47,45,2,1
PO101789,SUP1018,Packaging Supplier 11 (IND),2025-10-13,2025-10-27,2025-10-27,14,14,0,0
PO100377,SUP1018,Packaging Supplier 11 (IND),2025-10-20,2026-01-06,2026-01-06,78,78,0,0
PO100062,SUP1018,Packaging Supplier 11 (IND),2025-11-20,2025-12-23,2026-01-03,44,33,11,1
PO101021,SUP1018,Packaging Supplier 11 (IND),2025-11-20,2025-12-23,2026-01-10,51,33,18,1
PO101728,SUP1018,Packaging Supplier 11 (IND),2025-11-28,2025-12-10,2025-12-10,12,12,0,0
PO101805,SUP1018,Packaging Supplier 11 (IND),2025-12-04,2026-01-10,2026-01-10,37,37,0,0
PO101979,SUP1018,Packaging Supplier 11 (IND),2025-12-05,2026-02-24,2026-02-24,81,81,0,0
PO102169,SUP1018,Packaging Supplier 11 (IND),2025-12-28,2026-02-10,2026-02-10,44,44,0,0
PO102332,SUP1019,Equipment Supplier 1 (NIG),2024-03-03,2024-04-06,2024-04-28,56,34,22,1
PO101769,SUP1019,Equipment Supplier 1 (NIG),2024-03-12,2024-04-01,2024-04-02,21,20,1,1
PO101834,SUP1019,Equipment Supplier 1 (NIG),2024-03-16,2024-06-08,2024-07-08,114,84,30,1
PO102085,SUP1019,Equipment Supplier 1 (NIG),2024-03-17,2024-05-10,2024-05-10,54,54,0,0
PO101131,SUP1019,Equipment Supplier 1 (NIG),2024-03-29,2024-04-18,2024-04-16,18,20,-2,0
PO101931,SUP1019,Equipment Supplier 1 (NIG),2024-04-09,2024-05-13,2024-06-05,57,34,23,1
PO101390,SUP1019,Equipment Supplier 1 (NIG),2024-04-19,2024-07-04,2024-07-03,75,76,-1,0
PO100798,SUP1019,Equipment Supplier 1 (NIG),2024-04-27,2024-07-26,2024-07-26,90,90,0,0
PO101898,SUP1019,Equipment Supplier 1 (NIG),2024-04-27,2024-06-27,2024-07-22,86,61,25,1
PO101466,SUP1019,Equipment Supplier 1 (NIG),2024-05-03,2024-07-19,2024-07-19,77,77,0,0
PO101629,SUP1019,Equipment Supplier 1 (NIG),2024-05-16,2024-06-05,2024-06-05,20,20,0,0
PO100908,SUP1019,Equipment Supplier 1 (NIG),2024-05-24,2024-07-02,2024-07-26,63,39,24,1
PO102019,SUP1019,Equipment Supplier 1 (NIG),2024-05-24,2024-07-17,2024-07-17,54,54,0,0
PO101630,SUP1019,Equipment Supplier 1 (NIG),2024-05-30,2024-07-30,2024-07-30,61,61,0,0
PO101746,SUP1019,Equipment Supplier 1 (NIG),2024-06-11,2024-07-01,2024-07-29,48,20,28,1
PO100056,SUP1019,Equipment Supplier 1 (NIG),2024-07-03,2024-09-18,2024-09-19,78,77,1,1
PO100943,SUP1019,Equipment Supplier 1 (NIG),2024-07-04,2024-10-02,2024-10-05,93,90,3,1
PO102452,SUP1019,Equipment Supplier 1 (NIG),2024-07-16,2024-08-18,2024-08-31,46,33,13,1
PO101572,SUP1019,Equipment Supplier 1 (NIG),2024-07-17,2024-08-06,2024-08-06,20,20,0,0
PO101018,SUP1019,Equipment Supplier 1 (NIG),2024-07-20,2024-08-28,2024-08-28,39,39,0,0
PO101615,SUP1019,Equipment Supplier 1 (NIG),2024-08-10,2024-09-28,2024-09-28,49,49,0,0
PO102270,SUP1019,Equipment Supplier 1 (NIG),2024-08-16,2024-10-16,2024-10-16,61,61,0,0
PO100243,SUP1019,Equipment Supplier 1 (NIG),2024-09-03,2024-10-06,2024-10-06,33,33,0,0
PO100559,SUP1019,Equipment Supplier 1 (NIG),2024-09-09,2024-09-29,2024-10-01,22,20,2,1
PO100720,SUP1019,Equipment Supplier 1 (NIG),2024-09-15,2024-12-08,2024-12-08,84,84,0,0
PO102351,SUP1019,Equipment Supplier 1 (NIG),2024-09-25,2024-10-15,2024-10-12,17,20,-3,0
PO102149,SUP1019,Equipment Supplier 1 (NIG),2024-10-01,2024-11-10,2024-12-08,68,40,28,1
PO102050,SUP1019,Equipment Supplier 1 (NIG),2024-10-08,2024-12-01,2024-12-01,54,54,0,0
PO101624,SUP1019,Equipment Supplier 1 (NIG),2024-11-02,2024-11-22,2024-11-22,20,20,0,0
PO101074,SUP1019,Equipment Supplier 1 (NIG),2024-11-21,2025-01-21,2025-01-31,71,61,10,1
PO101975,SUP1019,Equipment Supplier 1 (NIG),2024-12-03,2025-01-05,2025-01-06,34,33,1,1
PO102141,SUP1019,Equipment Supplier 1 (NIG),2024-12-16,2025-02-05,2025-02-20,66,51,15,1
PO101190,SUP1019,Equipment Supplier 1 (NIG),2025-01-20,2025-03-12,2025-04-04,74,51,23,1
PO100954,SUP1019,Equipment Supplier 1 (NIG),2025-01-26,2025-02-15,2025-02-21,26,20,6,1
PO102469,SUP1019,Equipment Supplier 1 (NIG),2025-01-29,2025-02-18,2025-03-06,36,20,16,1
PO102423,SUP1019,Equipment Supplier 1 (NIG),2025-02-11,2025-03-03,2025-03-04,21,20,1,1
PO100825,SUP1019,Equipment Supplier 1 (NIG),2025-02-25,2025-04-06,2025-04-10,44,40,4,1
PO102379,SUP1019,Equipment Supplier 1 (NIG),2025-03-07,2025-05-30,2025-06-11,96,84,12,1
PO101758,SUP1019,Equipment Supplier 1 (NIG),2025-03-14,2025-06-12,2025-07-06,114,90,24,1
PO100634,SUP1019,Equipment Supplier 1 (NIG),2025-03-25,2025-04-14,2025-04-26,32,20,12,1
PO101793,SUP1019,Equipment Supplier 1 (NIG),2025-04-02,2025-05-05,2025-05-16,44,33,11,1
PO100363,SUP1019,Equipment Supplier 1 (NIG),2025-05-18,2025-06-26,2025-07-12,55,39,16,1
PO100036,SUP1019,Equipment Supplier 1 (NIG),2025-05-21,2025-08-05,2025-08-05,76,76,0,0
PO101911,SUP1019,Equipment Supplier 1 (NIG),2025-05-27,2025-06-29,2025-07-11,45,33,12,1
PO101349,SUP1019,Equipment Supplier 1 (NIG),2025-07-04,2025-07-24,2025-08-13,40,20,20,1
PO100369,SUP1019,Equipment Supplier 1 (NIG),2025-07-12,2025-09-01,2025-09-01,51,51,0,0
PO100051,SUP1019,Equipment Supplier 1 (NIG),2025-07-19,2025-10-04,2025-10-29,102,77,25,1
PO101306,SUP1019,Equipment Supplier 1 (NIG),2025-08-04,2025-11-02,2025-11-02,90,90,0,0
PO101662,SUP1019,Equipment Supplier 1 (NIG),2025-08-10,2025-09-28,2025-10-27,78,49,29,1
PO101683,SUP1019,Equipment Supplier 1 (NIG),2025-08-12,2025-09-15,2025-09-15,34,34,0,0
PO101708,SUP1019,Equipment Supplier 1 (NIG),2025-08-15,2025-10-03,2025-10-03,49,49,0,0
PO100794,SUP1019,Equipment Supplier 1 (NIG),2025-08-18,2025-10-18,2025-10-18,61,61,0,0
PO102255,SUP1019,Equipment Supplier 1 (NIG),2025-08-18,2025-09-26,2025-10-16,59,39,20,1
PO100346,SUP1019,Equipment Supplier 1 (NIG),2025-08-20,2025-09-23,2025-09-26,37,34,3,1
PO100639,SUP1019,Equipment Supplier 1 (NIG),2025-08-22,2025-10-12,2025-10-11,50,51,-1,0
PO100289,SUP1019,Equipment Supplier 1 (NIG),2025-08-26,2025-10-16,2025-11-09,75,51,24,1
PO102426,SUP1019,Equipment Supplier 1 (NIG),2025-08-30,2025-09-19,2025-09-19,20,20,0,0
PO102096,SUP1019,Equipment Supplier 1 (NIG),2025-09-11,2025-10-14,2025-10-23,42,33,9,1
PO101785,SUP1019,Equipment Supplier 1 (NIG),2025-09-22,2025-12-10,2025-12-10,79,79,0,0
PO102307,SUP1019,Equipment Supplier 1 (NIG),2025-09-23,2025-10-13,2025-11-12,50,20,30,1
PO100746,SUP1019,Equipment Supplier 1 (NIG),2025-09-29,2025-11-29,2025-11-29,61,61,0,0
PO101550,SUP1019,Equipment Supplier 1 (NIG),2025-10-01,2025-11-04,2025-11-04,34,34,0,0
PO101610,SUP1019,Equipment Supplier 1 (NIG),2025-10-10,2025-11-12,2025-11-09,30,33,-3,0
PO102088,SUP1019,Equipment Supplier 1 (NIG),2025-10-11,2025-11-29,2025-11-29,49,49,0,0
PO101516,SUP1019,Equipment Supplier 1 (NIG),2025-10-18,2026-01-03,2025-12-30,73,77,-4,0
PO102456,SUP1019,Equipment Supplier 1 (NIG),2025-10-21,2025-12-11,2025-12-11,51,51,0,0
PO101729,SUP1019,Equipment Supplier 1 (NIG),2025-10-30,2025-12-18,2026-01-10,72,49,23,1
PO101065,SUP1019,Equipment Supplier 1 (NIG),2025-11-01,2026-01-16,2026-01-29,89,76,13,1
PO100448,SUP1019,Equipment Supplier 1 (NIG),2025-11-21,2025-12-24,2026-01-05,45,33,12,1
PO101411,SUP1019,Equipment Supplier 1 (NIG),2025-11-22,2026-01-10,2026-01-24,63,49,14,1
PO101277,SUP1019,Equipment Supplier 1 (NIG),2025-12-04,2025-12-24,2026-01-13,40,20,20,1
PO100593,SUP1019,Equipment Supplier 1 (NIG),2025-12-08,2026-01-16,2026-01-28,51,39,12,1
PO100181,SUP1019,Equipment Supplier 1 (NIG),2025-12-10,2026-01-13,2026-01-13,34,34,0,0
PO100340,SUP1019,Equipment Supplier 1 (NIG),2026-01-01,2026-01-21,2026-01-21,20,20,0,0
PO100914,SUP1020,Equipment Supplier 2 (CHI),2024-02-26,2024-03-31,2024-04-22,56,34,22,1
PO101062,SUP1020,Equipment Supplier 2 (CHI),2024-03-05,2024-04-08,2024-04-23,49,34,15,1
PO101525,SUP1020,Equipment Supplier 2 (CHI),2024-03-17,2024-04-26,2024-04-26,40,40,0,0
PO100585,SUP1020,Equipment Supplier 2 (CHI),2024-04-01,2024-04-21,2024-04-26,25,20,5,1
PO101153,SUP1020,Equipment Supplier 2 (CHI),2024-04-02,2024-05-11,2024-05-11,39,39,0,0
PO101139,SUP1020,Equipment Supplier 2 (CHI),2024-04-09,2024-05-12,2024-05-15,36,33,3,1
PO100696,SUP1020,Equipment Supplier 2 (CHI),2024-04-13,2024-07-01,2024-07-01,79,79,0,0
PO101677,SUP1020,Equipment Supplier 2 (CHI),2024-04-15,2024-06-15,2024-06-12,58,61,-3,0
PO102006,SUP1020,Equipment Supplier 2 (CHI),2024-05-16,2024-08-08,2024-08-20,96,84,12,1
PO102329,SUP1020,Equipment Supplier 2 (CHI),2024-05-31,2024-07-03,2024-07-04,34,33,1,1
PO101393,SUP1020,Equipment Supplier 2 (CHI),2024-06-02,2024-07-26,2024-07-26,54,54,0,0
PO100107,SUP1020,Equipment Supplier 2 (CHI),2024-06-09,2024-09-01,2024-09-01,84,84,0,0
PO100095,SUP1020,Equipment Supplier 2 (CHI),2024-06-17,2024-09-15,2024-09-12,87,90,-3,0
PO100864,SUP1020,Equipment Supplier 2 (CHI),2024-07-13,2024-08-31,2024-08-31,49,49,0,0
PO102120,SUP1020,Equipment Supplier 2 (CHI),2024-07-15,2024-08-17,2024-08-22,38,33,5,1
PO100701,SUP1020,Equipment Supplier 2 (CHI),2024-07-28,2024-10-15,2024-10-14,78,79,-1,0
PO100296,SUP1020,Equipment Supplier 2 (CHI),2024-08-19,2024-09-28,2024-10-02,44,40,4,1
PO101236,SUP1020,Equipment Supplier 2 (CHI),2024-08-25,2024-11-10,2024-11-22,89,77,12,1
PO102296,SUP1020,Equipment Supplier 2 (CHI),2024-09-08,2024-10-11,2024-11-04,57,33,24,1
PO101865,SUP1020,Equipment Supplier 2 (CHI),2024-10-13,2024-11-21,2024-12-02,50,39,11,1
PO101366,SUP1020,Equipment Supplier 2 (CHI),2024-11-08,2024-12-11,2025-01-06,59,33,26,1
PO100497,SUP1020,Equipment Supplier 2 (CHI),2024-11-11,2024-12-21,2024-12-21,40,40,0,0
PO100565,SUP1020,Equipment Supplier 2 (CHI),2024-11-15,2024-12-25,2025-01-09,55,40,15,1
PO101211,SUP1020,Equipment Supplier 2 (CHI),2024-11-28,2025-01-07,2025-01-07,40,40,0,0
PO100802,SUP1020,Equipment Supplier 2 (CHI),2024-11-30,2025-01-09,2025-01-17,48,40,8,1
PO100440,SUP1020,Equipment Supplier 2 (CHI),2024-12-12,2025-02-27,2025-03-06,84,77,7,1
PO101338,SUP1020,Equipment Supplier 2 (CHI),2024-12-21,2025-03-15,2025-03-15,84,84,0,0
PO100402,SUP1020,Equipment Supplier 2 (CHI),2024-12-26,2025-02-03,2025-02-05,41,39,2,1
PO100785,SUP1020,Equipment Supplier 2 (CHI),2024-12-31,2025-03-02,2025-03-23,82,61,21,1
PO100281,SUP1020,Equipment Supplier 2 (CHI),2025-01-08,2025-03-26,2025-03-26,77,77,0,0
PO100705,SUP1020,Equipment Supplier 2 (CHI),2025-01-11,2025-02-19,2025-02-19,39,39,0,0
PO101120,SUP1020,Equipment Supplier 2 (CHI),2025-01-21,2025-04-07,2025-04-07,76,76,0,0
PO101919,SUP1020,Equipment Supplier 2 (CHI),2025-02-02,2025-04-04,2025-04-04,61,61,0,0
PO101548,SUP1020,Equipment Supplier 2 (CHI),2025-02-04,2025-03-25,2025-04-06,61,49,12,1
PO101470,SUP1020,Equipment Supplier 2 (CHI),2025-02-07,2025-02-27,2025-03-08,29,20,9,1
PO102124,SUP1020,Equipment Supplier 2 (CHI),2025-02-19,2025-05-06,2025-05-06,76,76,0,0
PO102001,SUP1020,Equipment Supplier 2 (CHI),2025-04-06,2025-06-21,2025-06-16,71,76,-5,0
PO101602,SUP1020,Equipment Supplier 2 (CHI),2025-04-07,2025-06-23,2025-07-15,99,77,22,1
PO102308,SUP1020,Equipment Supplier 2 (CHI),2025-04-07,2025-06-07,2025-07-07,91,61,30,1
PO101216,SUP1020,Equipment Supplier 2 (CHI),2025-04-12,2025-05-15,2025-05-15,33,33,0,0
PO100850,SUP1020,Equipment Supplier 2 (CHI),2025-04-13,2025-06-13,2025-06-13,61,61,0,0
PO100151,SUP1020,Equipment Supplier 2 (CHI),2025-04-15,2025-07-14,2025-08-08,115,90,25,1
PO100757,SUP1020,Equipment Supplier 2 (CHI),2025-05-02,2025-07-20,2025-08-14,104,79,25,1
PO101773,SUP1020,Equipment Supplier 2 (CHI),2025-05-22,2025-06-24,2025-07-21,60,33,27,1
PO100022,SUP1020,Equipment Supplier 2 (CHI),2025-06-15,2025-07-25,2025-07-27,42,40,2,1
PO100744,SUP1020,Equipment Supplier 2 (CHI),2025-06-28,2025-09-15,2025-09-25,89,79,10,1
PO100118,SUP1020,Equipment Supplier 2 (CHI),2025-07-01,2025-09-29,2025-10-01,92,90,2,1
PO100677,SUP1020,Equipment Supplier 2 (CHI),2025-07-16,2025-10-01,2025-10-01,77,77,0,0
PO101184,SUP1020,Equipment Supplier 2 (CHI),2025-07-17,2025-08-19,2025-08-27,41,33,8,1
PO101980,SUP1020,Equipment Supplier 2 (CHI),2025-07-18,2025-10-03,2025-10-03,77,77,0,0
PO101249,SUP1020,Equipment Supplier 2 (CHI),2025-09-15,2025-11-03,2025-11-23,69,49,20,1
PO101396,SUP1020,Equipment Supplier 2 (CHI),2025-09-23,2025-11-11,2025-12-07,75,49,26,1
PO102439,SUP1020,Equipment Supplier 2 (CHI),2025-10-07,2025-10-27,2025-11-17,41,20,21,1
PO100756,SUP1020,Equipment Supplier 2 (CHI),2025-10-09,2025-12-27,2026-01-22,105,79,26,1
PO102342,SUP1020,Equipment Supplier 2 (CHI),2025-10-11,2025-12-27,2025-12-24,74,77,-3,0
PO101951,SUP1020,Equipment Supplier 2 (CHI),2025-10-21,2025-11-29,2025-11-28,38,39,-1,0
PO102324,SUP1020,Equipment Supplier 2 (CHI),2025-10-26,2025-11-28,2025-11-29,34,33,1,1
PO101537,SUP1020,Equipment Supplier 2 (CHI),2025-11-05,2026-01-23,2026-02-11,98,79,19,1
PO101489,SUP1020,Equipment Supplier 2 (CHI),2025-11-08,2026-02-06,2026-02-19,103,90,13,1
PO101301,SUP1020,Equipment Supplier 2 (CHI),2025-11-09,2026-02-07,2026-02-06,89,90,-1,0
PO100804,SUP1020,Equipment Supplier 2 (CHI),2025-11-11,2026-01-26,2026-01-26,76,76,0,0
PO100372,SUP1020,Equipment Supplier 2 (CHI),2025-12-08,2026-01-17,2026-02-02,56,40,16,1
PO100494,SUP1020,Equipment Supplier 2 (CHI),2025-12-09,2026-01-17,2026-01-22,44,39,5,1
PO101569,SUP1020,Equipment Supplier 2 (CHI),2025-12-18,2026-01-07,2026-01-18,31,20,11,1
PO102110,SUP1021,Equipment Supplier 3 (NIG),2024-02-26,2024-05-15,2024-05-20,84,79,5,1
PO101446,SUP1021,Equipment Supplier 3 (NIG),2024-03-15,2024-04-04,2024-04-23,39,20,19,1
PO101440,SUP1021,Equipment Supplier 3 (NIG),2024-03-16,2024-06-03,2024-06-26,102,79,23,1
PO100813,SUP1021,Equipment Supplier 3 (NIG),2024-03-19,2024-06-04,2024-06-26,99,77,22,1
PO102293,SUP1021,Equipment Supplier 3 (NIG),2024-03-26,2024-04-15,2024-05-05,40,20,20,1
PO101755,SUP1021,Equipment Supplier 3 (NIG),2024-04-04,2024-06-04,2024-06-10,67,61,6,1
PO100003,SUP1021,Equipment Supplier 3 (NIG),2024-05-06,2024-06-29,2024-07-13,68,54,14,1
PO102359,SUP1021,Equipment Supplier 3 (NIG),2024-05-14,2024-08-12,2024-09-02,111,90,21,1
PO101526,SUP1021,Equipment Supplier 3 (NIG),2024-05-24,2024-08-16,2024-09-05,104,84,20,1
PO101587,SUP1021,Equipment Supplier 3 (NIG),2024-06-04,2024-07-08,2024-07-24,50,34,16,1
PO101923,SUP1021,Equipment Supplier 3 (NIG),2024-06-11,2024-08-26,2024-08-23,73,76,-3,0
PO101672,SUP1021,Equipment Supplier 3 (NIG),2024-06-21,2024-09-19,2024-09-19,90,90,0,0
PO102147,SUP1021,Equipment Supplier 3 (NIG),2024-06-22,2024-08-22,2024-08-22,61,61,0,0
PO100553,SUP1021,Equipment Supplier 3 (NIG),2024-06-23,2024-08-02,2024-08-14,52,40,12,1
PO100224,SUP1021,Equipment Supplier 3 (NIG),2024-07-12,2024-08-15,2024-09-03,53,34,19,1
PO101926,SUP1021,Equipment Supplier 3 (NIG),2024-07-13,2024-09-30,2024-10-27,106,79,27,1
PO100160,SUP1021,Equipment Supplier 3 (NIG),2024-07-17,2024-10-04,2024-10-04,79,79,0,0
PO101811,SUP1021,Equipment Supplier 3 (NIG),2024-07-17,2024-10-15,2024-10-18,93,90,3,1
PO102065,SUP1021,Equipment Supplier 3 (NIG),2024-07-18,2024-09-05,2024-09-09,53,49,4,1
PO101991,SUP1021,Equipment Supplier 3 (NIG),2024-07-24,2024-09-16,2024-10-02,70,54,16,1
PO101776,SUP1021,Equipment Supplier 3 (NIG),2024-08-02,2024-10-25,2024-11-03,93,84,9,1
PO101339,SUP1021,Equipment Supplier 3 (NIG),2024-08-28,2024-11-13,2024-11-09,73,77,-4,0
PO100002,SUP1021,Equipment Supplier 3 (NIG),2024-09-06,2024-11-22,2024-11-22,77,77,0,0
PO101541,SUP1021,Equipment Supplier 3 (NIG),2024-09-06,2024-10-30,2024-11-23,78,54,24,1
PO101709,SUP1021,Equipment Supplier 3 (NIG),2024-09-10,2024-11-28,2024-12-28,109,79,30,1
PO102275,SUP1021,Equipment Supplier 3 (NIG),2024-09-14,2024-10-18,2024-11-15,62,34,28,1
PO101799,SUP1021,Equipment Supplier 3 (NIG),2024-09-27,2024-12-13,2024-12-13,77,77,0,0
PO100344,SUP1021,Equipment Supplier 3 (NIG),2024-10-09,2024-12-27,2025-01-12,95,79,16,1
PO100412,SUP1021,Equipment Supplier 3 (NIG),2024-10-10,2024-11-13,2024-12-03,54,34,20,1
PO101042,SUP1021,Equipment Supplier 3 (NIG),2024-10-11,2024-12-29,2024-12-29,79,79,0,0
PO102073,SUP1021,Equipment Supplier 3 (NIG),2024-10-18,2024-11-20,2024-11-20,33,33,0,0
PO102377,SUP1021,Equipment Supplier 3 (NIG),2024-10-25,2024-11-14,2024-11-10,16,20,-4,0
PO100711,SUP1021,Equipment Supplier 3 (NIG),2024-10-27,2025-01-14,2025-02-01,97,79,18,1
PO100287,SUP1021,Equipment Supplier 3 (NIG),2024-11-18,2024-12-08,2024-12-23,35,20,15,1
PO101094,SUP1021,Equipment Supplier 3 (NIG),2024-11-22,2024-12-31,2025-01-12,51,39,12,1
PO100695,SUP1021,Equipment Supplier 3 (NIG),2024-12-27,2025-03-13,2025-03-12,75,76,-1,0
PO101792,SUP1021,Equipment Supplier 3 (NIG),2025-01-05,2025-02-25,2025-03-21,75,51,24,1
PO100093,SUP1021,Equipment Supplier 3 (NIG),2025-01-09,2025-02-12,2025-02-10,32,34,-2,0
PO102492,SUP1021,Equipment Supplier 3 (NIG),2025-01-20,2025-02-28,2025-03-27,66,39,27,1
PO101509,SUP1021,Equipment Supplier 3 (NIG),2025-01-23,2025-04-12,2025-05-02,99,79,20,1
PO101220,SUP1021,Equipment Supplier 3 (NIG),2025-01-24,2025-03-14,2025-03-14,49,49,0,0
PO100168,SUP1021,Equipment Supplier 3 (NIG),2025-02-16,2025-03-08,2025-03-27,39,20,19,1
PO101221,SUP1021,Equipment Supplier 3 (NIG),2025-02-22,2025-05-17,2025-05-25,92,84,8,1
PO101852,SUP1021,Equipment Supplier 3 (NIG),2025-03-17,2025-06-02,2025-06-22,97,77,20,1
PO101425,SUP1021,Equipment Supplier 3 (NIG),2025-03-26,2025-06-13,2025-06-23,89,79,10,1
PO100138,SUP1021,Equipment Supplier 3 (NIG),2025-04-07,2025-06-25,2025-06-21,75,79,-4,0
PO102155,SUP1021,Equipment Supplier 3 (NIG),2025-04-18,2025-07-06,2025-07-15,88,79,9,1
PO102313,SUP1021,Equipment Supplier 3 (NIG),2025-05-15,2025-07-15,2025-08-02,79,61,18,1
PO100027,SUP1021,Equipment Supplier 3 (NIG),2025-05-16,2025-06-05,2025-06-05,20,20,0,0
PO100484,SUP1021,Equipment Supplier 3 (NIG),2025-05-18,2025-06-07,2025-06-07,20,20,0,0
PO101545,SUP1021,Equipment Supplier 3 (NIG),2025-06-04,2025-07-07,2025-07-07,33,33,0,0
PO100337,SUP1021,Equipment Supplier 3 (NIG),2025-06-16,2025-08-16,2025-08-17,62,61,1,1
PO101241,SUP1021,Equipment Supplier 3 (NIG),2025-06-17,2025-09-09,2025-09-06,81,84,-3,0
PO100768,SUP1021,Equipment Supplier 3 (NIG),2025-06-24,2025-08-17,2025-08-17,54,54,0,0
PO101957,SUP1021,Equipment Supplier 3 (NIG),2025-06-27,2025-07-17,2025-08-11,45,20,25,1
PO100762,SUP1021,Equipment Supplier 3 (NIG),2025-07-14,2025-09-28,2025-09-28,76,76,0,0
PO102466,SUP1021,Equipment Supplier 3 (NIG),2025-08-25,2025-09-28,2025-09-28,34,34,0,0
PO101584,SUP1021,Equipment Supplier 3 (NIG),2025-09-08,2025-09-28,2025-10-26,48,20,28,1
PO100167,SUP1021,Equipment Supplier 3 (NIG),2025-09-18,2025-12-04,2025-12-17,90,77,13,1
PO102059,SUP1021,Equipment Supplier 3 (NIG),2025-10-13,2025-12-31,2025-12-26,74,79,-5,0
PO101850,SUP1021,Equipment Supplier 3 (NIG),2025-10-19,2025-11-21,2025-11-21,33,33,0,0
PO100029,SUP1021,Equipment Supplier 3 (NIG),2025-10-27,2026-01-14,2026-01-14,79,79,0,0
PO100661,SUP1021,Equipment Supplier 3 (NIG),2025-10-30,2026-01-17,2026-01-28,90,79,11,1
PO100684,SUP1021,Equipment Supplier 3 (NIG),2025-11-05,2026-01-05,2026-01-04,60,61,-1,0
PO100182,SUP1021,Equipment Supplier 3 (NIG),2025-11-06,2025-11-26,2025-12-25,49,20,29,1
PO100793,SUP1021,Equipment Supplier 3 (NIG),2025-11-07,2026-01-25,2026-01-21,75,79,-4,0
PO102048,SUP1021,Equipment Supplier 3 (NIG),2025-11-14,2026-01-02,2026-01-18,65,49,16,1
PO101418,SUP1021,Equipment Supplier 3 (NIG),2025-11-16,2026-02-14,2026-02-11,87,90,-3,0
PO100007,SUP1021,Equipment Supplier 3 (NIG),2025-12-04,2025-12-24,2026-01-07,34,20,14,1
